CallTimestamp,Call Type,EmployeeID,CallDuration,WaitTime,CallAbandoned
04/08/2021 10:34,3,B971624,31,10,0
17/11/2021 11:25,3,B971624,839,10,0
26/12/2021 14:54,3,B971624,124,10,0
02/08/2021 09:18,3,B971624,642,10,0
20/10/2021 18:19,3,B971624,177,10,0
22/12/2021 16:30,3,B971624,1488,10,0
19/06/2021 13:24,3,B971624,369,10,0
26/10/2021 10:58,3,B971624,316,10,0
16/04/2021 12:57,3,B971624,75,10,0
27/01/2021 12:02,3,B971624,1202,10,0
28/08/2021 12:45,3,B971624,127,10,0
18/01/2021 14:52,3,B971624,1511,10,0
02/06/2021 11:36,3,B971624,207,10,0
20/03/2021 12:08,3,B971624,984,10,0
27/05/2021 11:57,3,B971624,376,10,0
24/04/2021 17:27,3,B971624,1236,10,0
19/07/2021 16:07,3,B971624,861,10,0
19/11/2021 13:58,3,B971624,138,10,0
19/05/2021 10:36,3,B971624,1452,10,0
29/12/2021 14:22,3,B971624,1168,10,0
25/01/2021 10:18,3,B971624,1173,10,0
17/01/2021 19:16,3,B971624,1424,10,0
29/05/2021 16:09,3,B971624,1159,10,0
06/01/2021 11:58,3,B971624,716,10,0
29/10/2021 15:51,3,B971624,1106,10,0
27/06/2021 08:47,3,B971624,1117,10,0
15/04/2021 09:36,3,B971624,189,10,0
03/01/2021 12:46,3,B971624,651,10,0
19/12/2021 18:18,3,B971624,67,10,0
19/06/2021 09:30,3,B971624,586,10,0
14/10/2021 19:06,3,B971624,571,10,0
06/03/2021 12:18,3,B971624,686,10,0
11/08/2021 13:06,3,B971624,338,10,0
23/03/2021 08:09,3,B971624,1023,10,0
04/11/2021 08:33,3,B971624,1106,10,0
29/09/2021 13:55,3,B971624,417,10,0
02/06/2021 10:01,3,B971624,1366,10,0
30/12/2021 11:33,3,B971624,805,10,0
19/02/2021 08:49,3,B971624,1264,10,0
04/08/2021 13:37,3,B971624,1388,10,0
24/06/2021 09:18,3,I281837,953,10,0
30/03/2021 13:23,3,I281837,1022,10,0
11/11/2021 16:51,3,I281837,1318,10,0
19/07/2021 12:13,3,I281837,1170,10,0
21/10/2021 16:17,3,I281837,590,10,0
12/03/2021 18:18,3,I281837,1131,10,0
08/09/2021 10:06,3,I281837,1046,10,0
10/08/2021 16:04,3,I281837,315,10,0
05/01/2021 19:34,3,I281837,581,10,0
15/07/2021 09:55,3,I281837,392,10,0
09/08/2021 14:36,3,I281837,737,10,0
16/04/2021 15:16,3,I281837,460,10,0
19/07/2021 14:44,3,I281837,1393,10,0
16/01/2021 08:41,3,I281837,82,10,0
18/12/2021 11:07,3,I281837,317,10,0
14/01/2021 16:55,3,I281837,582,10,0
18/01/2021 15:54,3,I281837,427,10,0
01/11/2021 19:10,3,I281837,742,10,0
16/11/2021 11:08,3,I281837,1393,10,0
04/12/2021 19:10,3,I281837,279,10,0
07/09/2021 09:18,3,I281837,326,10,0
25/11/2021 10:22,3,I281837,1511,10,0
13/09/2021 18:02,3,I281837,242,10,0
23/05/2021 11:24,3,I281837,162,10,0
08/06/2021 12:48,3,I281837,449,10,0
11/04/2021 08:36,3,I281837,117,10,0
07/09/2021 11:22,3,I281837,601,10,0
28/07/2021 18:27,3,I281837,290,10,0
09/11/2021 12:54,3,I281837,665,10,0
07/11/2021 17:16,3,I281837,130,10,0
01/08/2021 10:42,3,I281837,1202,10,0
05/11/2021 13:24,3,I281837,1176,10,0
21/01/2021 17:45,3,I281837,664,10,0
28/01/2021 09:07,3,I281837,650,10,0
08/11/2021 17:57,3,I281837,918,10,0
02/09/2021 08:34,3,I281837,1174,10,0
22/08/2021 18:31,3,I281837,822,10,0
08/08/2021 13:11,3,I281837,709,10,0
10/03/2021 19:41,3,I281837,1250,10,0
06/12/2021 17:54,3,I281837,169,10,0
26/12/2021 19:25,3,I281837,625,10,0
18/01/2021 15:17,3,I281837,1465,10,0
16/03/2021 16:11,3,I281837,30,10,0
01/04/2021 13:40,3,I281837,1455,10,0
08/11/2021 16:31,3,I281837,1352,10,0
27/07/2021 14:58,3,I281837,975,10,0
12/10/2021 19:31,3,I281837,484,10,0
29/12/2021 12:19,3,I281837,318,10,0
28/09/2021 11:25,3,I281837,1378,10,0
10/05/2021 11:45,3,I281837,1151,10,0
28/04/2021 09:23,3,I281837,412,10,0
01/07/2021 12:03,3,I281837,1192,10,0
09/05/2021 11:36,3,I281837,1350,10,0
28/08/2021 14:42,3,I281837,105,10,0
09/08/2021 17:08,3,I281837,995,10,0
02/02/2021 16:58,3,I281837,1384,10,0
29/10/2021 13:24,3,I281837,1187,10,0
12/06/2021 14:51,3,I281837,448,10,0
06/03/2021 12:45,3,I281837,321,10,0
26/05/2021 13:48,3,I281837,244,10,0
29/05/2021 16:36,3,I281837,468,10,0
28/05/2021 13:06,3,I281837,1022,10,0
24/04/2021 18:46,3,I281837,341,10,0
22/12/2021 19:55,3,I281837,1487,10,0
18/07/2021 19:50,3,I281837,1276,10,0
27/03/2021 10:55,3,I281837,795,10,0
22/05/2021 12:51,3,I281837,1274,10,0
21/08/2021 09:13,3,I281837,952,10,0
13/02/2021 15:40,3,I281837,852,10,0
17/08/2021 19:42,3,I281837,1206,10,0
22/07/2021 17:32,3,I281837,730,10,0
10/06/2021 19:48,3,I281837,483,10,0
25/06/2021 13:33,3,I281837,1086,10,0
03/11/2021 11:48,3,I281837,537,10,0
27/07/2021 10:06,3,I281837,1083,10,0
05/04/2021 14:42,3,I281837,959,10,0
28/07/2021 17:30,3,I281837,1514,10,0
14/03/2021 15:07,3,I281837,1037,10,0
02/01/2021 15:36,3,I281837,746,10,0
11/01/2021 13:10,3,I281837,1093,10,0
19/10/2021 17:15,3,I281837,897,10,0
17/12/2021 11:48,3,I281837,408,10,0
09/10/2021 08:01,3,I281837,299,10,0
31/07/2021 16:25,3,I281837,129,10,0
20/08/2021 11:03,3,I281837,303,10,0
15/12/2021 20:00,3,I281837,1153,10,0
10/11/2021 16:13,3,I281837,1490,10,0
22/12/2021 13:41,3,I281837,192,10,0
08/03/2021 15:25,3,I281837,1343,10,0
04/06/2021 17:59,3,I281837,1197,10,0
05/11/2021 11:36,3,I281837,273,10,0
20/12/2021 15:09,3,I281837,1397,10,0
22/07/2021 14:36,3,I281837,832,10,0
01/07/2021 14:46,3,I281837,155,10,0
02/09/2021 12:58,3,I281837,114,10,0
29/07/2021 12:37,3,I281837,581,10,0
01/07/2021 13:36,3,I281837,264,10,0
15/01/2021 18:49,3,I281837,252,10,0
11/05/2021 08:30,3,I281837,1176,10,0
24/01/2021 15:55,3,I281837,1239,10,0
17/07/2021 16:27,3,I281837,1392,10,0
07/01/2021 16:44,3,I281837,1006,10,0
24/01/2021 16:55,3,I281837,675,10,0
28/01/2021 10:30,3,I281837,702,10,0
18/12/2021 08:36,3,I281837,131,10,0
28/10/2021 17:48,3,I281837,614,10,0
24/06/2021 16:04,3,I281837,1394,10,0
01/12/2021 09:22,3,I281837,1045,10,0
14/07/2021 16:51,3,I281837,743,10,0
08/02/2021 17:45,3,I281837,824,10,0
10/07/2021 14:42,3,I281837,1514,10,0
13/11/2021 10:51,3,I281837,690,10,0
04/05/2021 19:34,3,I281837,693,10,0
13/11/2021 08:49,3,I281837,476,10,0
24/01/2021 16:42,3,I281837,1429,10,0
08/03/2021 08:04,3,I281837,900,10,0
10/05/2021 11:28,3,I281837,616,10,0
17/07/2021 11:33,3,I281837,1451,10,0
15/08/2021 12:45,3,I281837,722,10,0
19/08/2021 13:45,3,I281837,838,10,0
11/08/2021 13:14,3,I281837,1328,10,0
28/03/2021 10:57,3,I281837,506,10,0
25/06/2021 09:13,3,I281837,223,10,0
08/12/2021 08:03,3,I281837,146,10,0
26/01/2021 18:15,3,I281837,1293,10,0
24/09/2021 10:18,3,K669566,830,10,0
01/09/2021 09:56,3,K669566,982,10,0
05/03/2021 15:13,3,K669566,1177,10,0
19/10/2021 13:18,3,K669566,1339,10,0
06/04/2021 10:52,3,K669566,1117,10,0
02/02/2021 13:02,3,K669566,686,10,0
17/02/2021 13:43,3,K669566,1089,10,0
05/09/2021 18:45,3,K669566,803,10,0
02/10/2021 08:56,3,K669566,300,10,0
16/10/2021 13:03,3,K669566,508,10,0
15/03/2021 17:46,3,K669566,57,10,0
06/04/2021 18:35,3,K669566,913,10,0
20/08/2021 13:37,3,K669566,248,10,0
22/02/2021 16:21,3,K669566,762,10,0
13/04/2021 08:12,3,K669566,919,10,0
10/09/2021 08:51,3,K669566,1246,10,0
13/03/2021 08:21,3,K669566,220,10,0
04/07/2021 10:20,3,K669566,1313,10,0
28/02/2021 09:39,3,K669566,785,10,0
21/12/2021 08:39,3,K669566,892,10,0
12/03/2021 08:33,3,K669566,863,10,0
11/08/2021 16:37,3,K669566,1158,10,0
14/12/2021 08:42,3,K669566,525,10,0
15/07/2021 13:06,3,K669566,583,10,0
27/07/2021 16:43,3,K669566,135,10,0
22/12/2021 15:43,3,K669566,67,10,0
20/02/2021 15:45,3,K669566,337,10,0
09/08/2021 13:53,3,K669566,446,10,0
11/10/2021 12:55,3,K669566,697,10,0
25/08/2021 13:59,3,K669566,1456,10,0
07/11/2021 11:37,3,K669566,771,10,0
06/01/2021 11:21,3,K669566,244,10,0
17/02/2021 10:24,3,K669566,1431,10,0
04/10/2021 09:09,3,K669566,564,10,0
01/04/2021 17:28,3,K669566,1508,10,0
19/05/2021 15:27,3,K669566,428,10,0
05/09/2021 16:33,3,K669566,105,10,0
04/03/2021 13:54,3,K669566,894,10,0
28/02/2021 09:11,3,K669566,629,10,0
01/10/2021 09:57,3,K669566,1393,10,0
01/07/2021 09:31,3,K669566,722,10,0
26/04/2021 11:06,3,K669566,96,10,0
01/03/2021 09:37,3,K669566,1035,10,0
06/08/2021 13:28,3,K669566,281,10,0
29/12/2021 14:13,3,K669566,374,10,0
19/08/2021 17:21,3,K669566,508,10,0
06/03/2021 09:19,3,K669566,958,10,0
22/06/2021 14:58,3,K669566,1223,10,0
24/05/2021 12:24,3,K669566,113,10,0
09/05/2021 15:22,3,K669566,770,10,0
01/06/2021 08:03,3,K669566,835,10,0
19/08/2021 15:47,3,K669566,102,10,0
19/08/2021 15:58,3,K669566,819,10,0
12/08/2021 09:39,3,K669566,364,10,0
25/06/2021 08:31,3,K669566,178,10,0
25/11/2021 09:21,3,K669566,712,10,0
24/08/2021 12:43,3,K669566,44,10,0
19/07/2021 18:15,3,K669566,436,10,0
16/06/2021 08:37,3,K669566,818,10,0
27/05/2021 11:18,3,K669566,347,10,0
31/01/2021 13:08,3,K669566,415,10,0
29/05/2021 11:25,3,K669566,1273,10,0
14/03/2021 11:57,3,K669566,452,10,0
13/08/2021 14:15,3,K669566,475,10,0
02/08/2021 18:39,3,K669566,444,10,0
24/09/2021 08:48,3,K669566,184,10,0
16/06/2021 18:22,3,K669566,242,10,0
03/08/2021 11:18,3,K669566,1106,10,0
20/07/2021 14:03,3,K669566,1100,10,0
20/09/2021 13:16,3,K669566,977,10,0
01/12/2021 18:15,3,K669566,512,10,0
30/11/2021 14:06,3,K669566,701,10,0
07/03/2021 08:31,3,K669566,183,10,0
05/05/2021 13:26,3,K669566,524,10,0
25/08/2021 13:21,3,K669566,378,10,0
09/07/2021 18:51,3,K669566,556,10,0
15/09/2021 13:31,3,K669566,434,10,0
06/05/2021 17:40,3,K669566,206,10,0
18/08/2021 08:36,3,K669566,1394,10,0
15/03/2021 10:06,3,K669566,766,10,0
24/05/2021 16:49,3,K669566,1476,10,0
20/10/2021 18:07,3,K669566,1083,10,0
10/01/2021 18:46,3,K669566,387,10,0
31/10/2021 11:39,3,K669566,361,10,0
14/09/2021 19:20,3,K669566,1252,10,0
12/11/2021 10:39,3,K669566,728,10,0
26/02/2021 14:48,3,K669566,908,10,0
05/09/2021 08:29,3,K669566,168,10,0
14/07/2021 16:16,3,K669566,865,10,0
16/01/2021 16:01,3,K669566,840,10,0
28/03/2021 10:04,3,K669566,318,10,0
25/02/2021 11:12,3,K669566,1012,10,0
19/12/2021 14:03,3,K669566,125,10,0
05/12/2021 08:57,3,K669566,142,10,0
29/06/2021 18:30,3,K669566,631,10,0
14/04/2021 13:00,3,K669566,1178,10,0
01/10/2021 18:19,3,K669566,700,10,0
15/02/2021 13:48,3,K669566,1483,10,0
20/06/2021 13:45,3,K669566,173,10,0
06/06/2021 16:04,3,K669566,755,10,0
10/12/2021 17:00,3,K669566,352,10,0
17/08/2021 09:34,3,K669566,646,10,0
27/07/2021 18:23,3,K669566,1032,10,0
10/05/2021 17:12,3,K669566,301,10,0
14/06/2021 17:09,3,K669566,642,10,0
14/05/2021 08:34,3,K669566,413,10,0
21/09/2021 10:38,3,K669566,324,10,0
13/01/2021 08:00,3,K669566,40,10,0
11/09/2021 17:03,3,K669566,916,10,0
07/07/2021 13:27,3,K669566,788,10,0
30/08/2021 10:33,3,K669566,1051,10,0
11/10/2021 09:37,3,K669566,1005,10,0
01/02/2021 09:36,3,K669566,606,10,0
28/05/2021 19:18,3,K669566,254,10,0
14/10/2021 18:54,3,K669566,823,10,0
22/11/2021 15:43,3,T664783,302,10,0
28/06/2021 08:51,3,T664783,269,10,0
09/10/2021 08:55,3,T664783,1030,10,0
10/12/2021 15:37,3,T664783,1065,10,0
14/09/2021 15:52,3,T664783,1260,10,0
18/04/2021 18:24,3,T664783,1262,10,0
13/09/2021 11:34,3,T664783,628,10,0
17/01/2021 11:24,3,T664783,1007,10,0
14/08/2021 10:34,3,T664783,1260,10,0
30/11/2021 09:58,3,T664783,531,10,0
18/02/2021 13:38,3,T664783,459,10,0
26/02/2021 13:43,3,T664783,1453,10,0
14/12/2021 08:45,3,T664783,1123,10,0
10/11/2021 19:13,3,T664783,1203,10,0
30/06/2021 11:13,3,T664783,470,10,0
25/04/2021 17:10,3,T664783,698,10,0
25/11/2021 08:32,3,T664783,1282,10,0
01/10/2021 12:29,3,T664783,1282,10,0
10/10/2021 13:29,3,T664783,401,10,0
27/10/2021 10:12,3,T664783,439,10,0
15/06/2021 08:32,3,T664783,188,10,0
17/09/2021 17:28,3,T664783,134,10,0
06/02/2021 18:48,3,T664783,1328,10,0
12/12/2021 19:57,3,T664783,556,10,0
11/06/2021 08:20,3,T664783,89,10,0
21/07/2021 17:37,3,T664783,976,10,0
29/10/2021 17:48,3,T664783,928,10,0
25/05/2021 12:46,3,T664783,615,10,0
01/10/2021 16:41,3,T664783,1272,10,0
30/08/2021 13:55,3,T664783,1480,10,0
26/12/2021 17:34,3,T664783,1458,10,0
06/09/2021 10:00,3,T664783,416,10,0
25/04/2021 18:41,3,T664783,1314,10,0
22/05/2021 09:19,3,T664783,142,10,0
24/01/2021 11:37,3,T664783,660,10,0
25/03/2021 08:40,3,T664783,79,10,0
30/07/2021 17:12,3,T664783,519,10,0
24/09/2021 10:51,3,T664783,740,10,0
10/03/2021 18:40,3,T664783,1136,10,0
13/11/2021 13:49,3,T664783,1400,10,0
12/04/2021 10:30,3,T664783,87,10,0
01/05/2021 18:46,3,T664783,112,10,0
17/09/2021 16:32,3,T664783,1038,10,0
20/08/2021 15:58,3,T664783,28,10,0
30/11/2021 10:09,3,T664783,332,10,0
27/03/2021 16:18,3,T664783,1494,10,0
02/11/2021 18:02,3,T664783,93,10,0
07/04/2021 12:24,3,T664783,254,10,0
23/12/2021 10:56,3,T664783,912,10,0
21/02/2021 19:00,3,T664783,674,10,0
13/08/2021 11:52,3,T664783,642,10,0
30/12/2021 18:43,3,T664783,1430,10,0
03/05/2021 17:04,3,T664783,1473,10,0
27/10/2021 13:31,3,T664783,68,10,0
10/09/2021 09:10,3,T664783,488,10,0
31/07/2021 09:07,3,T664783,614,10,0
04/03/2021 11:48,3,T664783,397,10,0
09/01/2021 09:57,3,T664783,138,10,0
17/01/2021 19:57,3,T664783,1231,10,0
12/06/2021 19:43,3,T664783,221,10,0
10/06/2021 18:59,3,T664783,425,10,0
05/01/2021 19:27,3,T664783,1314,10,0
11/12/2021 10:13,3,T664783,108,10,0
03/12/2021 11:12,3,T664783,1005,10,0
22/03/2021 10:54,3,T664783,297,10,0
21/02/2021 13:40,3,T664783,388,10,0
14/09/2021 12:48,3,T664783,167,10,0
20/06/2021 09:41,3,T664783,1029,10,0
13/01/2021 09:53,3,T664783,614,10,0
04/11/2021 17:58,3,T664783,1190,10,0
01/03/2021 11:48,3,T664783,257,10,0
19/12/2021 14:03,3,T664783,490,10,0
28/08/2021 12:00,3,T664783,488,10,0
03/06/2021 12:22,3,T664783,1037,10,0
26/02/2021 13:46,3,T664783,564,10,0
31/12/2021 11:58,3,T664783,1285,10,0
21/10/2021 08:52,3,T664783,1420,10,0
23/02/2021 15:44,3,T664783,46,10,0
29/11/2021 11:03,3,T664783,447,10,0
07/02/2021 10:30,3,T664783,1269,10,0
23/12/2021 09:29,3,T664783,1074,10,0
05/03/2021 19:45,3,T664783,808,10,0
07/01/2021 14:23,3,T664783,235,10,0
06/09/2021 10:03,3,T664783,984,10,0
04/12/2021 10:33,3,T664783,705,10,0
27/11/2021 17:41,3,T664783,476,10,0
06/10/2021 16:46,3,T664783,1354,10,0
01/10/2021 10:53,3,T664783,130,10,0
29/06/2021 19:07,3,T664783,1125,10,0
20/10/2021 16:20,3,T664783,654,10,0
13/03/2021 10:11,3,T664783,833,10,0
11/10/2021 15:28,3,T664783,327,10,0
04/03/2021 19:54,3,T664783,160,10,0
08/04/2021 11:55,3,T664783,1286,10,0
29/06/2021 08:30,3,T664783,943,10,0
21/02/2021 11:04,3,T664783,1388,10,0
24/10/2021 08:10,3,T664783,1167,10,0
17/04/2021 19:11,3,T664783,1429,10,0
26/07/2021 14:28,3,T664783,486,10,0
25/09/2021 08:56,3,T664783,51,10,0
13/05/2021 11:19,3,T664783,128,10,0
21/10/2021 17:43,3,T664783,192,10,0
22/04/2021 11:55,3,T664783,313,10,0
18/12/2021 08:25,3,T664783,1456,10,0
13/12/2021 11:41,3,T664783,575,10,0
31/05/2021 16:57,3,T664783,1254,10,0
05/01/2021 18:16,3,T664783,284,10,0
11/11/2021 17:58,3,T664783,351,10,0
04/05/2021 11:21,3,T664783,1280,10,0
20/10/2021 10:37,3,T664783,1443,10,0
20/10/2021 16:22,3,T664783,828,10,0
11/09/2021 14:05,3,T664783,980,10,0
23/01/2021 14:59,3,T664783,524,10,0
18/09/2021 18:02,3,T664783,260,10,0
01/10/2021 16:22,3,T664783,110,10,0
05/03/2021 13:43,3,V828034,785,10,0
26/08/2021 18:06,3,V828034,944,10,0
03/06/2021 10:42,3,V828034,20,10,0
02/11/2021 13:39,3,V828034,1395,10,0
29/07/2021 15:32,3,V828034,19,10,0
23/05/2021 19:09,3,V828034,1285,10,0
28/03/2021 13:48,3,V828034,1381,10,0
08/02/2021 13:45,3,V828034,1033,10,0
09/07/2021 09:52,3,V828034,785,10,0
17/07/2021 10:51,3,V828034,359,10,0
12/11/2021 14:48,3,V828034,27,10,0
30/01/2021 19:05,3,V828034,664,10,0
29/01/2021 13:14,3,V828034,197,10,0
25/05/2021 09:13,3,V828034,98,10,0
10/01/2021 15:19,3,V828034,1406,10,0
20/07/2021 11:51,3,V828034,339,10,0
01/12/2021 17:04,3,V828034,1344,10,0
03/11/2021 17:52,3,V828034,533,10,0
07/02/2021 10:27,3,V828034,23,10,0
02/01/2021 14:35,3,V828034,552,10,0
14/05/2021 18:32,3,V828034,1142,10,0
23/10/2021 15:13,3,V828034,732,10,0
19/07/2021 16:48,3,V828034,519,10,0
25/08/2021 14:08,3,V828034,55,10,0
02/04/2021 10:59,3,V828034,1043,10,0
06/06/2021 15:37,3,V828034,1113,10,0
12/08/2021 16:36,3,V828034,599,10,0
06/01/2021 17:43,3,V828034,968,10,0
25/06/2021 14:11,3,V828034,1383,10,0
14/01/2021 15:46,3,V828034,632,10,0
17/11/2021 12:33,3,V828034,518,10,0
09/10/2021 18:26,3,V828034,838,10,0
08/02/2021 11:55,3,V828034,911,10,0
21/06/2021 10:38,3,V828034,651,10,0
23/02/2021 15:08,3,V828034,992,10,0
12/04/2021 18:53,3,V828034,326,10,0
13/06/2021 13:21,3,V828034,998,10,0
20/10/2021 17:09,3,V828034,482,10,0
17/08/2021 15:26,3,V828034,101,10,0
02/11/2021 17:43,3,V828034,1049,10,0
22/05/2021 13:54,3,V828034,75,10,0
14/05/2021 18:51,3,V828034,840,10,0
20/11/2021 08:04,3,V828034,187,10,0
13/07/2021 10:13,3,V828034,291,10,0
28/04/2021 19:30,3,V828034,1383,10,0
26/05/2021 08:53,3,V828034,301,10,0
07/08/2021 11:47,3,V828034,83,10,0
21/01/2021 17:01,3,V828034,876,10,0
24/08/2021 17:16,3,V828034,1275,10,0
05/02/2021 18:36,3,V828034,1181,10,0
08/12/2021 16:14,3,V828034,699,10,0
13/11/2021 19:34,3,V828034,1426,10,0
26/03/2021 17:33,3,V828034,367,10,0
14/10/2021 15:34,3,V828034,38,10,0
28/11/2021 13:05,3,V828034,270,10,0
24/09/2021 10:38,3,V828034,202,10,0
02/07/2021 12:27,3,V828034,1281,10,0
13/08/2021 15:45,3,V828034,1007,10,0
31/01/2021 11:19,3,V828034,270,10,0
25/11/2021 13:42,3,V828034,1097,10,0
28/06/2021 18:46,3,V828034,89,10,0
03/05/2021 15:56,3,V828034,17,10,0
01/01/2021 09:42,3,V828034,1216,10,0
26/03/2021 12:00,3,V828034,872,10,0
26/12/2021 14:16,3,V828034,1513,10,0
13/07/2021 11:49,3,V828034,432,10,0
10/05/2021 17:09,3,V828034,741,10,0
27/09/2021 18:39,3,V828034,1105,10,0
25/03/2021 11:55,3,V828034,574,10,0
06/08/2021 19:52,3,V828034,575,10,0
30/05/2021 18:04,3,V828034,438,10,0
09/09/2021 08:48,3,V828034,283,10,0
06/03/2021 12:12,3,V828034,209,10,0
22/12/2021 19:07,3,V828034,326,10,0
07/06/2021 08:42,3,V828034,1470,10,0
05/11/2021 17:27,3,V828034,469,10,0
01/08/2021 13:48,3,V828034,479,10,0
11/08/2021 15:03,3,V828034,396,10,0
28/07/2021 09:23,3,V828034,91,10,0
26/06/2021 13:49,3,V828034,1086,10,0
01/04/2021 08:47,3,V828034,1421,10,0
03/08/2021 15:08,3,V828034,1232,10,0
26/01/2021 08:31,3,V828034,1050,10,0
02/06/2021 09:58,3,V828034,845,10,0
04/04/2021 13:13,3,V828034,344,10,0
25/01/2021 09:03,3,V828034,1290,10,0
29/04/2021 18:15,3,V828034,858,10,0
01/05/2021 16:49,3,V828034,1329,10,0
20/11/2021 08:22,3,V828034,259,10,0
03/07/2021 14:04,3,V828034,1172,10,0
13/01/2021 13:33,3,V828034,950,10,0
21/11/2021 14:40,3,V828034,1086,10,0
21/04/2021 16:51,3,V828034,787,10,0
29/09/2021 17:01,3,V828034,825,10,0
12/08/2021 08:52,3,V828034,949,10,0
25/11/2021 14:51,3,V828034,789,10,0
04/06/2021 19:54,3,V828034,1243,10,0
11/08/2021 17:22,3,V828034,161,10,0
23/07/2021 16:55,3,V828034,609,10,0
25/12/2021 08:10,3,V828034,662,10,0
29/03/2021 08:55,3,V828034,650,10,0
29/04/2021 17:31,3,V828034,482,10,0
01/12/2021 19:07,3,V828034,679,10,0
24/03/2021 08:04,3,V828034,1351,10,0
04/07/2021 17:49,3,V828034,1218,10,0
08/03/2021 17:48,3,V828034,865,10,0
24/11/2021 10:46,3,V828034,1336,10,0
09/01/2021 13:09,3,V828034,1249,10,0
08/04/2021 09:52,3,V828034,828,10,0
19/05/2021 08:06,3,V828034,773,10,0
